Area,Area.1,Area.2,Price,Change,Equi to US$,Price Chart,date
South China,Guangdong,Zhanjiang,13600.0,0.0,2012,,2023-01-30
South China,Guangdong,Huangpu,13600.0,0.0,2012,,2023-01-30
South China,Guangxi,Fangcheng,13600.0,0.0,2012,,2023-01-30
South China,Guangxi,Nanning,13600.0,0.0,2012,,2023-01-30
Southwest China,Sichuan,Chengdu,13700.0,0.0,2027,,2023-01-30
Southwest China,Yunnan,Kunming,14100.0,0.0,2086,,2023-01-30
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2057,,2023-01-31
Northeast China,Jilin,Changchun,13850.0,0.0,2050,,2023-01-31
Northeast China,Liaoning,Shengyang,13800.0,0.0,2042,,2023-01-31
Northeast China,Liaoning,Dalian,13700.0,0.0,2027,,2023-01-31
North China,Hebei,Shijiazhuang,13800.0,0.0,2042,,2023-01-31
North China,Henan,Zhengzhou,13600.0,0.0,2013,,2023-01-31
North China,Shandong,Qingdao,13600.0,0.0,2013,,2023-01-31
North China,Tianjin,Tianjin,13800.0,0.0,2042,,2023-01-31
Central China,Hubei,Wuhan,13600.0,0.0,2013,,2023-01-31
Central China,Jiangxi,Nanchang,13600.0,0.0,2013,,2023-01-31
East China,Anhui,Hefei,13600.0,0.0,2013,,2023-01-31
East China,Jiangsu,Nanjing,13600.0,0.0,2013,,2023-01-31
East China,Shanghai,Shanghai,13600.0,0.0,2013,,2023-01-31
East China,Zhejiang,Ningbo,13600.0,0.0,2013,,2023-01-31
Northwest China,Gansu,Lanzhou,14100.0,0.0,2087,,2023-01-31
Northwest China,Xinjiang,Urumqi,14200.0,0.0,2101,,2023-01-31
South China,Fujian,FUzhou,13600.0,0.0,2013,,2023-01-31
South China,Guangdong,Zhanjiang,13600.0,0.0,2013,,2023-01-31
South China,Guangdong,Huangpu,13600.0,0.0,2013,,2023-01-31
South China,Guangxi,Fangcheng,13600.0,0.0,2013,,2023-01-31
South China,Guangxi,Nanning,13600.0,0.0,2013,,2023-01-31
Southwest China,Sichuan,Chengdu,13700.0,0.0,2027,,2023-01-31
Southwest China,Yunnan,Kunming,14100.0,0.0,2087,,2023-01-31
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2057,,2023-02-01
Northeast China,Jilin,Changchun,13850.0,0.0,2050,,2023-02-01
Northeast China,Liaoning,Shengyang,13800.0,0.0,2043,,2023-02-01
Northeast China,Liaoning,Dalian,13700.0,0.0,2028,,2023-02-01
North China,Hebei,Shijiazhuang,13800.0,0.0,2043,,2023-02-01
North China,Henan,Zhengzhou,13600.0,0.0,2013,,2023-02-01
North China,Shandong,Qingdao,13600.0,0.0,2013,,2023-02-01
North China,Tianjin,Tianjin,13800.0,0.0,2043,,2023-02-01
Central China,Hubei,Wuhan,13600.0,0.0,2013,,2023-02-01
Central China,Jiangxi,Nanchang,13600.0,0.0,2013,,2023-02-01
East China,Anhui,Hefei,13600.0,0.0,2013,,2023-02-01
East China,Jiangsu,Nanjing,13600.0,0.0,2013,,2023-02-01
East China,Shanghai,Shanghai,13600.0,0.0,2013,,2023-02-01
East China,Zhejiang,Ningbo,13600.0,0.0,2013,,2023-02-01
Northwest China,Gansu,Lanzhou,14100.0,0.0,2087,,2023-02-01
Northwest China,Xinjiang,Urumqi,14200.0,0.0,2102,,2023-02-01
South China,Fujian,FUzhou,13600.0,0.0,2013,,2023-02-01
South China,Guangdong,Zhanjiang,13600.0,0.0,2013,,2023-02-01
South China,Guangdong,Huangpu,13600.0,0.0,2013,,2023-02-01
South China,Guangxi,Fangcheng,13600.0,0.0,2013,,2023-02-01
South China,Guangxi,Nanning,13600.0,0.0,2013,,2023-02-01
Southwest China,Sichuan,Chengdu,13700.0,0.0,2028,,2023-02-01
Southwest China,Yunnan,Kunming,14100.0,0.0,2087,,2023-02-01
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2068,,2023-02-02
Northeast China,Jilin,Changchun,13850.0,0.0,2061,,2023-02-02
Northeast China,Liaoning,Shengyang,13800.0,0.0,2053,,2023-02-02
Northeast China,Liaoning,Dalian,13700.0,0.0,2039,,2023-02-02
North China,Hebei,Shijiazhuang,13800.0,0.0,2053,,2023-02-02
North China,Henan,Zhengzhou,13600.0,0.0,2024,,2023-02-02
North China,Shandong,Qingdao,13600.0,0.0,2024,,2023-02-02
North China,Tianjin,Tianjin,13800.0,0.0,2053,,2023-02-02
Central China,Hubei,Wuhan,13600.0,0.0,2024,,2023-02-02
Central China,Jiangxi,Nanchang,13600.0,0.0,2024,,2023-02-02
East China,Anhui,Hefei,13600.0,0.0,2024,,2023-02-02
East China,Jiangsu,Nanjing,13600.0,0.0,2024,,2023-02-02
East China,Shanghai,Shanghai,13600.0,0.0,2024,,2023-02-02
East China,Zhejiang,Ningbo,13600.0,0.0,2024,,2023-02-02
Northwest China,Gansu,Lanzhou,14100.0,0.0,2098,,2023-02-02
Northwest China,Xinjiang,Urumqi,14200.0,0.0,2113,,2023-02-02
South China,Fujian,FUzhou,13600.0,0.0,2024,,2023-02-02
South China,Guangdong,Zhanjiang,13600.0,0.0,2024,,2023-02-02
South China,Guangdong,Huangpu,13600.0,0.0,2024,,2023-02-02
South China,Guangxi,Fangcheng,13600.0,0.0,2024,,2023-02-02
South China,Guangxi,Nanning,13600.0,0.0,2024,,2023-02-02
Southwest China,Sichuan,Chengdu,13700.0,0.0,2039,,2023-02-02
Southwest China,Yunnan,Kunming,14100.0,0.0,2098,,2023-02-02
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2063,,2023-02-03
Northeast China,Jilin,Changchun,13850.0,0.0,2055,,2023-02-03
Northeast China,Liaoning,Shengyang,13800.0,0.0,2048,,2023-02-03
Northeast China,Liaoning,Dalian,13700.0,0.0,2033,,2023-02-03
North China,Hebei,Shijiazhuang,13800.0,0.0,2048,,2023-02-03
North China,Henan,Zhengzhou,13600.0,0.0,2018,,2023-02-03
North China,Shandong,Qingdao,13600.0,0.0,2018,,2023-02-03
North China,Tianjin,Tianjin,13800.0,0.0,2048,,2023-02-03
Central China,Hubei,Wuhan,13600.0,0.0,2018,,2023-02-03
Central China,Jiangxi,Nanchang,13600.0,0.0,2018,,2023-02-03
East China,Anhui,Hefei,13600.0,0.0,2018,,2023-02-03
East China,Jiangsu,Nanjing,13600.0,0.0,2018,,2023-02-03
East China,Shanghai,Shanghai,13600.0,0.0,2018,,2023-02-03
East China,Zhejiang,Ningbo,13600.0,0.0,2018,,2023-02-03
Northwest China,Gansu,Lanzhou,14100.0,0.0,2092,,2023-02-03
Northwest China,Xinjiang,Urumqi,14200.0,0.0,2107,,2023-02-03
South China,Fujian,FUzhou,13600.0,0.0,2018,,2023-02-03
South China,Guangdong,Zhanjiang,13600.0,0.0,2018,,2023-02-03
South China,Guangdong,Huangpu,13600.0,0.0,2018,,2023-02-03
South China,Guangxi,Fangcheng,13600.0,0.0,2018,,2023-02-03
South China,Guangxi,Nanning,13600.0,0.0,2018,,2023-02-03
Southwest China,Sichuan,Chengdu,13700.0,0.0,2033,,2023-02-03
Southwest China,Yunnan,Kunming,14100.0,0.0,2092,,2023-02-03
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2042,,2023-02-06
Northeast China,Jilin,Changchun,13850.0,0.0,2035,,2023-02-06
Northeast China,Liaoning,Shengyang,13800.0,0.0,2027,,2023-02-06
Northeast China,Liaoning,Dalian,13700.0,0.0,2013,,2023-02-06
North China,Hebei,Shijiazhuang,13800.0,0.0,2027,,2023-02-06
North China,Henan,Zhengzhou,13600.0,0.0,1998,,2023-02-06
North China,Shandong,Qingdao,13600.0,0.0,1998,,2023-02-06
North China,Tianjin,Tianjin,13800.0,0.0,2027,,2023-02-06
Central China,Hubei,Wuhan,13600.0,0.0,1998,,2023-02-06
Central China,Jiangxi,Nanchang,13600.0,0.0,1998,,2023-02-06
East China,Anhui,Hefei,13600.0,0.0,1998,,2023-02-06
East China,Jiangsu,Nanjing,13600.0,0.0,1998,,2023-02-06
East China,Shanghai,Shanghai,13600.0,0.0,1998,,2023-02-06
East China,Zhejiang,Ningbo,13600.0,0.0,1998,,2023-02-06
Northwest China,Gansu,Lanzhou,14100.0,0.0,2071,,2023-02-06
Northwest China,Xinjiang,Urumqi,14200.0,0.0,2086,,2023-02-06
South China,Fujian,FUzhou,13600.0,0.0,1998,,2023-02-06
South China,Guangdong,Zhanjiang,13600.0,0.0,1998,,2023-02-06
South China,Guangdong,Huangpu,13600.0,0.0,1998,,2023-02-06
South China,Guangxi,Fangcheng,13600.0,0.0,1998,,2023-02-06
South China,Guangxi,Nanning,13600.0,0.0,1998,,2023-02-06
Southwest China,Sichuan,Chengdu,13700.0,0.0,2013,,2023-02-06
Southwest China,Yunnan,Kunming,14100.0,0.0,2071,,2023-02-06
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2043,,2023-02-07
Northeast China,Jilin,Changchun,13850.0,0.0,2036,,2023-02-07
Northeast China,Liaoning,Shengyang,13800.0,0.0,2029,,2023-02-07
Northeast China,Liaoning,Dalian,13700.0,0.0,2014,,2023-02-07
North China,Hebei,Shijiazhuang,13800.0,0.0,2029,,2023-02-07
North China,Henan,Zhengzhou,13600.0,0.0,1999,,2023-02-07
North China,Shandong,Qingdao,13600.0,0.0,1999,,2023-02-07
North China,Tianjin,Tianjin,13800.0,0.0,2029,,2023-02-07
Central China,Hubei,Wuhan,13600.0,0.0,1999,,2023-02-07
Central China,Jiangxi,Nanchang,13600.0,0.0,1999,,2023-02-07
East China,Anhui,Hefei,13600.0,0.0,1999,,2023-02-07
East China,Jiangsu,Nanjing,13600.0,0.0,1999,,2023-02-07
East China,Shanghai,Shanghai,13600.0,0.0,1999,,2023-02-07
East China,Zhejiang,Ningbo,13600.0,0.0,1999,,2023-02-07
Northwest China,Gansu,Lanzhou,14100.0,0.0,2073,,2023-02-07
Northwest China,Xinjiang,Urumqi,14200.0,0.0,2088,,2023-02-07
South China,Fujian,FUzhou,13600.0,0.0,1999,,2023-02-07
South China,Guangdong,Zhanjiang,13600.0,0.0,1999,,2023-02-07
South China,Guangdong,Huangpu,13600.0,0.0,1999,,2023-02-07
South China,Guangxi,Fangcheng,13600.0,0.0,1999,,2023-02-07
South China,Guangxi,Nanning,13600.0,0.0,1999,,2023-02-07
Southwest China,Sichuan,Chengdu,13700.0,0.0,2014,,2023-02-07
Southwest China,Yunnan,Kunming,14100.0,0.0,2073,,2023-02-07
Northeast China,Heilongjiang,Harbin,14000.0,100.0,2064,,2023-02-08
Northeast China,Jilin,Changchun,13950.0,100.0,2057,,2023-02-08
Northeast China,Liaoning,Shengyang,13900.0,100.0,2049,,2023-02-08
Northeast China,Liaoning,Dalian,13800.0,100.0,2035,,2023-02-08
North China,Hebei,Shijiazhuang,13800.0,0.0,2035,,2023-02-08
North China,Henan,Zhengzhou,13800.0,200.0,2035,,2023-02-08
North China,Shandong,Qingdao,13800.0,200.0,2035,,2023-02-08
North China,Tianjin,Tianjin,13800.0,0.0,2035,,2023-02-08
Central China,Hubei,Wuhan,13800.0,200.0,2035,,2023-02-08
Central China,Jiangxi,Nanchang,13800.0,200.0,2035,,2023-02-08
East China,Anhui,Hefei,13800.0,200.0,2035,,2023-02-08
East China,Jiangsu,Nanjing,13800.0,200.0,2035,,2023-02-08
East China,Shanghai,Shanghai,13800.0,200.0,2035,,2023-02-08
East China,Zhejiang,Ningbo,13800.0,200.0,2035,,2023-02-08
Northwest China,Gansu,Lanzhou,14300.0,200.0,2108,,2023-02-08
Northwest China,Xinjiang,Urumqi,14400.0,200.0,2123,,2023-02-08
South China,Fujian,FUzhou,13800.0,200.0,2035,,2023-02-08
South China,Guangdong,Zhanjiang,13800.0,200.0,2035,,2023-02-08
South China,Guangdong,Huangpu,13800.0,200.0,2035,,2023-02-08
South China,Guangxi,Fangcheng,13800.0,200.0,2035,,2023-02-08
South China,Guangxi,Nanning,13800.0,200.0,2035,,2023-02-08
Southwest China,Sichuan,Chengdu,13900.0,200.0,2049,,2023-02-08
Southwest China,Yunnan,Kunming,14300.0,200.0,2108,,2023-02-08
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2060,,2023-02-09
Northeast China,Jilin,Changchun,13950.0,0.0,2053,,2023-02-09
Northeast China,Liaoning,Shengyang,13900.0,0.0,2045,,2023-02-09
Northeast China,Liaoning,Dalian,13800.0,0.0,2031,,2023-02-09
North China,Hebei,Shijiazhuang,13800.0,0.0,2031,,2023-02-09
North China,Henan,Zhengzhou,13800.0,0.0,2031,,2023-02-09
North China,Shandong,Qingdao,13800.0,0.0,2031,,2023-02-09
North China,Tianjin,Tianjin,13800.0,0.0,2031,,2023-02-09
Central China,Hubei,Wuhan,13800.0,0.0,2031,,2023-02-09
Central China,Jiangxi,Nanchang,13800.0,0.0,2031,,2023-02-09
East China,Anhui,Hefei,13800.0,0.0,2031,,2023-02-09
East China,Jiangsu,Nanjing,13800.0,0.0,2031,,2023-02-09
East China,Shanghai,Shanghai,13800.0,0.0,2031,,2023-02-09
East China,Zhejiang,Ningbo,13800.0,0.0,2031,,2023-02-09
Northwest China,Gansu,Lanzhou,14300.0,0.0,2104,,2023-02-09
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2119,,2023-02-09
South China,Fujian,FUzhou,13800.0,0.0,2031,,2023-02-09
South China,Guangdong,Zhanjiang,13800.0,0.0,2031,,2023-02-09
South China,Guangdong,Huangpu,13800.0,0.0,2031,,2023-02-09
South China,Guangxi,Fangcheng,13800.0,0.0,2031,,2023-02-09
South China,Guangxi,Nanning,13800.0,0.0,2031,,2023-02-09
Southwest China,Sichuan,Chengdu,13900.0,0.0,2045,,2023-02-09
Southwest China,Yunnan,Kunming,14300.0,0.0,2104,,2023-02-09
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2060,,2023-02-10
Northeast China,Jilin,Changchun,13950.0,0.0,2053,,2023-02-10
Northeast China,Liaoning,Shengyang,13900.0,0.0,2046,,2023-02-10
Northeast China,Liaoning,Dalian,13800.0,0.0,2031,,2023-02-10
North China,Hebei,Shijiazhuang,13800.0,0.0,2031,,2023-02-10
North China,Henan,Zhengzhou,13800.0,0.0,2031,,2023-02-10
North China,Shandong,Qingdao,13800.0,0.0,2031,,2023-02-10
North China,Tianjin,Tianjin,13800.0,0.0,2031,,2023-02-10
Central China,Hubei,Wuhan,13800.0,0.0,2031,,2023-02-10
Central China,Jiangxi,Nanchang,13800.0,0.0,2031,,2023-02-10
East China,Anhui,Hefei,13800.0,0.0,2031,,2023-02-10
East China,Jiangsu,Nanjing,13800.0,0.0,2031,,2023-02-10
East China,Shanghai,Shanghai,13800.0,0.0,2031,,2023-02-10
East China,Zhejiang,Ningbo,13800.0,0.0,2031,,2023-02-10
Northwest China,Gansu,Lanzhou,14300.0,0.0,2104,,2023-02-10
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2119,,2023-02-10
South China,Fujian,FUzhou,13800.0,0.0,2031,,2023-02-10
South China,Guangdong,Zhanjiang,13800.0,0.0,2031,,2023-02-10
South China,Guangdong,Huangpu,13800.0,0.0,2031,,2023-02-10
South China,Guangxi,Fangcheng,13800.0,0.0,2031,,2023-02-10
South China,Guangxi,Nanning,13800.0,0.0,2031,,2023-02-10
Southwest China,Sichuan,Chengdu,13900.0,0.0,2046,,2023-02-10
Southwest China,Yunnan,Kunming,14300.0,0.0,2104,,2023-02-10
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2052,,2023-02-13
Northeast China,Jilin,Changchun,13950.0,0.0,2045,,2023-02-13
Northeast China,Liaoning,Shengyang,13900.0,0.0,2038,,2023-02-13
Northeast China,Liaoning,Dalian,13800.0,0.0,2023,,2023-02-13
North China,Hebei,Shijiazhuang,13800.0,0.0,2023,,2023-02-13
North China,Henan,Zhengzhou,13800.0,0.0,2023,,2023-02-13
North China,Shandong,Qingdao,13800.0,0.0,2023,,2023-02-13
North China,Tianjin,Tianjin,13800.0,0.0,2023,,2023-02-13
Central China,Hubei,Wuhan,13800.0,0.0,2023,,2023-02-13
Central China,Jiangxi,Nanchang,13800.0,0.0,2023,,2023-02-13
East China,Anhui,Hefei,13800.0,0.0,2023,,2023-02-13
East China,Jiangsu,Nanjing,13800.0,0.0,2023,,2023-02-13
East China,Shanghai,Shanghai,13800.0,0.0,2023,,2023-02-13
East China,Zhejiang,Ningbo,13800.0,0.0,2023,,2023-02-13
Northwest China,Gansu,Lanzhou,14300.0,0.0,2096,,2023-02-13
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2111,,2023-02-13
South China,Fujian,FUzhou,13800.0,0.0,2023,,2023-02-13
South China,Guangdong,Zhanjiang,13800.0,0.0,2023,,2023-02-13
South China,Guangdong,Huangpu,13800.0,0.0,2023,,2023-02-13
South China,Guangxi,Fangcheng,13800.0,0.0,2023,,2023-02-13
South China,Guangxi,Nanning,13800.0,0.0,2023,,2023-02-13
Southwest China,Sichuan,Chengdu,13900.0,0.0,2038,,2023-02-13
Southwest China,Yunnan,Kunming,14300.0,0.0,2096,,2023-02-13
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2052,,2023-02-14
Northeast China,Jilin,Changchun,13950.0,0.0,2044,,2023-02-14
Northeast China,Liaoning,Shengyang,13900.0,0.0,2037,,2023-02-14
Northeast China,Liaoning,Dalian,13800.0,0.0,2022,,2023-02-14
North China,Hebei,Shijiazhuang,13800.0,0.0,2022,,2023-02-14
North China,Henan,Zhengzhou,13800.0,0.0,2022,,2023-02-14
North China,Shandong,Qingdao,13800.0,0.0,2022,,2023-02-14
North China,Tianjin,Tianjin,13800.0,0.0,2022,,2023-02-14
Central China,Hubei,Wuhan,13800.0,0.0,2022,,2023-02-14
Central China,Jiangxi,Nanchang,13800.0,0.0,2022,,2023-02-14
East China,Anhui,Hefei,13800.0,0.0,2022,,2023-02-14
East China,Jiangsu,Nanjing,13800.0,0.0,2022,,2023-02-14
East China,Shanghai,Shanghai,13800.0,0.0,2022,,2023-02-14
East China,Zhejiang,Ningbo,13800.0,0.0,2022,,2023-02-14
Northwest China,Gansu,Lanzhou,14300.0,0.0,2096,,2023-02-14
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2110,,2023-02-14
South China,Fujian,FUzhou,13800.0,0.0,2022,,2023-02-14
South China,Guangdong,Zhanjiang,13800.0,0.0,2022,,2023-02-14
South China,Guangdong,Huangpu,13800.0,0.0,2022,,2023-02-14
South China,Guangxi,Fangcheng,13800.0,0.0,2022,,2023-02-14
South China,Guangxi,Nanning,13800.0,0.0,2022,,2023-02-14
Southwest China,Sichuan,Chengdu,13900.0,0.0,2037,,2023-02-14
Southwest China,Yunnan,Kunming,14300.0,0.0,2096,,2023-02-14
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2048,,2023-02-15
Northeast China,Jilin,Changchun,13950.0,0.0,2040,,2023-02-15
Northeast China,Liaoning,Shengyang,13900.0,0.0,2033,,2023-02-15
Northeast China,Liaoning,Dalian,13800.0,0.0,2018,,2023-02-15
North China,Hebei,Shijiazhuang,13800.0,0.0,2018,,2023-02-15
North China,Henan,Zhengzhou,13800.0,0.0,2018,,2023-02-15
North China,Shandong,Qingdao,13800.0,0.0,2018,,2023-02-15
North China,Tianjin,Tianjin,13800.0,0.0,2018,,2023-02-15
Central China,Hubei,Wuhan,13800.0,0.0,2018,,2023-02-15
Central China,Jiangxi,Nanchang,13800.0,0.0,2018,,2023-02-15
East China,Anhui,Hefei,13800.0,0.0,2018,,2023-02-15
East China,Jiangsu,Nanjing,13800.0,0.0,2018,,2023-02-15
East China,Shanghai,Shanghai,13800.0,0.0,2018,,2023-02-15
East China,Zhejiang,Ningbo,13800.0,0.0,2018,,2023-02-15
Northwest China,Gansu,Lanzhou,14300.0,0.0,2091,,2023-02-15
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2106,,2023-02-15
South China,Fujian,FUzhou,13800.0,0.0,2018,,2023-02-15
South China,Guangdong,Zhanjiang,13800.0,0.0,2018,,2023-02-15
South China,Guangdong,Huangpu,13800.0,0.0,2018,,2023-02-15
South China,Guangxi,Fangcheng,13800.0,0.0,2018,,2023-02-15
South China,Guangxi,Nanning,13800.0,0.0,2018,,2023-02-15
Southwest China,Sichuan,Chengdu,13900.0,0.0,2033,,2023-02-15
Southwest China,Yunnan,Kunming,14300.0,0.0,2091,,2023-02-15
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2040,,2023-02-16
Northeast China,Jilin,Changchun,13950.0,0.0,2033,,2023-02-16
Northeast China,Liaoning,Shengyang,13900.0,0.0,2025,,2023-02-16
Northeast China,Liaoning,Dalian,13800.0,0.0,2011,,2023-02-16
North China,Hebei,Shijiazhuang,13800.0,0.0,2011,,2023-02-16
North China,Henan,Zhengzhou,13800.0,0.0,2011,,2023-02-16
North China,Shandong,Qingdao,13800.0,0.0,2011,,2023-02-16
North China,Tianjin,Tianjin,13800.0,0.0,2011,,2023-02-16
Central China,Hubei,Wuhan,13800.0,0.0,2011,,2023-02-16
Central China,Jiangxi,Nanchang,13800.0,0.0,2011,,2023-02-16
East China,Anhui,Hefei,13800.0,0.0,2011,,2023-02-16
East China,Jiangsu,Nanjing,13800.0,0.0,2011,,2023-02-16
East China,Shanghai,Shanghai,13800.0,0.0,2011,,2023-02-16
East China,Zhejiang,Ningbo,13800.0,0.0,2011,,2023-02-16
Northwest China,Gansu,Lanzhou,14300.0,0.0,2084,,2023-02-16
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2098,,2023-02-16
South China,Fujian,FUzhou,13800.0,0.0,2011,,2023-02-16
South China,Guangdong,Zhanjiang,13800.0,0.0,2011,,2023-02-16
South China,Guangdong,Huangpu,13800.0,0.0,2011,,2023-02-16
South China,Guangxi,Fangcheng,13800.0,0.0,2011,,2023-02-16
South China,Guangxi,Nanning,13800.0,0.0,2011,,2023-02-16
Southwest China,Sichuan,Chengdu,13900.0,0.0,2025,,2023-02-16
Southwest China,Yunnan,Kunming,14300.0,0.0,2084,,2023-02-16
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2038,,2023-02-17
Northeast China,Jilin,Changchun,13950.0,0.0,2031,,2023-02-17
Northeast China,Liaoning,Shengyang,13900.0,0.0,2024,,2023-02-17
Northeast China,Liaoning,Dalian,13800.0,0.0,2009,,2023-02-17
North China,Hebei,Shijiazhuang,13800.0,0.0,2009,,2023-02-17
North China,Henan,Zhengzhou,13800.0,0.0,2009,,2023-02-17
North China,Shandong,Qingdao,13800.0,0.0,2009,,2023-02-17
North China,Tianjin,Tianjin,13800.0,0.0,2009,,2023-02-17
Central China,Hubei,Wuhan,13800.0,0.0,2009,,2023-02-17
Central China,Jiangxi,Nanchang,13800.0,0.0,2009,,2023-02-17
East China,Anhui,Hefei,13800.0,0.0,2009,,2023-02-17
East China,Jiangsu,Nanjing,13800.0,0.0,2009,,2023-02-17
East China,Shanghai,Shanghai,13800.0,0.0,2009,,2023-02-17
East China,Zhejiang,Ningbo,13800.0,0.0,2009,,2023-02-17
Northwest China,Gansu,Lanzhou,14300.0,0.0,2082,,2023-02-17
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2097,,2023-02-17
South China,Fujian,FUzhou,13800.0,0.0,2009,,2023-02-17
South China,Guangdong,Zhanjiang,13800.0,0.0,2009,,2023-02-17
South China,Guangdong,Huangpu,13800.0,0.0,2009,,2023-02-17
South China,Guangxi,Fangcheng,13800.0,0.0,2009,,2023-02-17
South China,Guangxi,Nanning,13800.0,0.0,2009,,2023-02-17
Southwest China,Sichuan,Chengdu,13900.0,0.0,2024,,2023-02-17
Southwest China,Yunnan,Kunming,14300.0,0.0,2082,,2023-02-17
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2037,,2023-02-20
Northeast China,Jilin,Changchun,13950.0,0.0,2030,,2023-02-20
Northeast China,Liaoning,Shengyang,13900.0,0.0,2023,,2023-02-20
Northeast China,Liaoning,Dalian,13800.0,0.0,2008,,2023-02-20
North China,Hebei,Shijiazhuang,13800.0,0.0,2008,,2023-02-20
North China,Henan,Zhengzhou,13800.0,0.0,2008,,2023-02-20
North China,Shandong,Qingdao,13800.0,0.0,2008,,2023-02-20
North China,Tianjin,Tianjin,13800.0,0.0,2008,,2023-02-20
Central China,Hubei,Wuhan,13800.0,0.0,2008,,2023-02-20
Central China,Jiangxi,Nanchang,13800.0,0.0,2008,,2023-02-20
East China,Anhui,Hefei,13800.0,0.0,2008,,2023-02-20
East China,Jiangsu,Nanjing,13800.0,0.0,2008,,2023-02-20
East China,Shanghai,Shanghai,13800.0,0.0,2008,,2023-02-20
East China,Zhejiang,Ningbo,13800.0,0.0,2008,,2023-02-20
Northwest China,Gansu,Lanzhou,14300.0,0.0,2081,,2023-02-20
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2095,,2023-02-20
South China,Fujian,FUzhou,13800.0,0.0,2008,,2023-02-20
South China,Guangdong,Zhanjiang,13800.0,0.0,2008,,2023-02-20
South China,Guangdong,Huangpu,13800.0,0.0,2008,,2023-02-20
South China,Guangxi,Fangcheng,13800.0,0.0,2008,,2023-02-20
South China,Guangxi,Nanning,13800.0,0.0,2008,,2023-02-20
Southwest China,Sichuan,Chengdu,13900.0,0.0,2023,,2023-02-20
Southwest China,Yunnan,Kunming,14300.0,0.0,2081,,2023-02-20
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2041,,2023-02-21
Northeast China,Jilin,Changchun,13950.0,0.0,2034,,2023-02-21
Northeast China,Liaoning,Shengyang,13900.0,0.0,2026,,2023-02-21
Northeast China,Liaoning,Dalian,13800.0,0.0,2012,,2023-02-21
North China,Hebei,Shijiazhuang,13800.0,0.0,2012,,2023-02-21
North China,Henan,Zhengzhou,13800.0,0.0,2012,,2023-02-21
North China,Shandong,Qingdao,13800.0,0.0,2012,,2023-02-21
North China,Tianjin,Tianjin,13800.0,0.0,2012,,2023-02-21
Central China,Hubei,Wuhan,13800.0,0.0,2012,,2023-02-21
Central China,Jiangxi,Nanchang,13800.0,0.0,2012,,2023-02-21
East China,Anhui,Hefei,13800.0,0.0,2012,,2023-02-21
East China,Jiangsu,Nanjing,13800.0,0.0,2012,,2023-02-21
East China,Shanghai,Shanghai,13800.0,0.0,2012,,2023-02-21
East China,Zhejiang,Ningbo,13800.0,0.0,2012,,2023-02-21
Northwest China,Gansu,Lanzhou,14300.0,0.0,2085,,2023-02-21
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2099,,2023-02-21
South China,Fujian,FUzhou,13800.0,0.0,2012,,2023-02-21
South China,Guangdong,Zhanjiang,13800.0,0.0,2012,,2023-02-21
South China,Guangdong,Huangpu,13800.0,0.0,2012,,2023-02-21
South China,Guangxi,Fangcheng,13800.0,0.0,2012,,2023-02-21
South China,Guangxi,Nanning,13800.0,0.0,2012,,2023-02-21
Southwest China,Sichuan,Chengdu,13900.0,0.0,2026,,2023-02-21
Southwest China,Yunnan,Kunming,14300.0,0.0,2085,,2023-02-21
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2031,,2023-02-22
Northeast China,Jilin,Changchun,13950.0,0.0,2024,,2023-02-22
Northeast China,Liaoning,Shengyang,13900.0,0.0,2017,,2023-02-22
Northeast China,Liaoning,Dalian,13800.0,0.0,2002,,2023-02-22
