Area,Area.1,Area.2,Price,Change,Equi to US$,Price Chart,date
Central China,Jiangxi,Nanchang,13800.0,0.0,2002,,2023-02-22
East China,Anhui,Hefei,13800.0,0.0,2002,,2023-02-22
East China,Jiangsu,Nanjing,13800.0,0.0,2002,,2023-02-22
East China,Shanghai,Shanghai,13800.0,0.0,2002,,2023-02-22
East China,Zhejiang,Ningbo,13800.0,0.0,2002,,2023-02-22
Northwest China,Gansu,Lanzhou,14300.0,0.0,2075,,2023-02-22
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2089,,2023-02-22
South China,Fujian,FUzhou,13800.0,0.0,2002,,2023-02-22
South China,Guangdong,Zhanjiang,13800.0,0.0,2002,,2023-02-22
South China,Guangdong,Huangpu,13800.0,0.0,2002,,2023-02-22
South China,Guangxi,Fangcheng,13800.0,0.0,2002,,2023-02-22
South China,Guangxi,Nanning,13800.0,0.0,2002,,2023-02-22
Southwest China,Sichuan,Chengdu,13900.0,0.0,2017,,2023-02-22
Southwest China,Yunnan,Kunming,14300.0,0.0,2075,,2023-02-22
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2027,,2023-02-23
Northeast China,Jilin,Changchun,13950.0,0.0,2020,,2023-02-23
Northeast China,Liaoning,Shengyang,13900.0,0.0,2013,,2023-02-23
Northeast China,Liaoning,Dalian,13800.0,0.0,1998,,2023-02-23
North China,Hebei,Shijiazhuang,13800.0,0.0,1998,,2023-02-23
North China,Henan,Zhengzhou,13800.0,0.0,1998,,2023-02-23
North China,Shandong,Qingdao,13800.0,0.0,1998,,2023-02-23
North China,Tianjin,Tianjin,13800.0,0.0,1998,,2023-02-23
Central China,Hubei,Wuhan,13800.0,0.0,1998,,2023-02-23
Central China,Jiangxi,Nanchang,13800.0,0.0,1998,,2023-02-23
East China,Anhui,Hefei,13800.0,0.0,1998,,2023-02-23
East China,Jiangsu,Nanjing,13800.0,0.0,1998,,2023-02-23
East China,Shanghai,Shanghai,13800.0,0.0,1998,,2023-02-23
East China,Zhejiang,Ningbo,13800.0,0.0,1998,,2023-02-23
Northwest China,Gansu,Lanzhou,14300.0,0.0,2071,,2023-02-23
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2085,,2023-02-23
South China,Fujian,FUzhou,13800.0,0.0,1998,,2023-02-23
South China,Guangdong,Zhanjiang,13800.0,0.0,1998,,2023-02-23
South China,Guangdong,Huangpu,13800.0,0.0,1998,,2023-02-23
South China,Guangxi,Fangcheng,13800.0,0.0,1998,,2023-02-23
South China,Guangxi,Nanning,13800.0,0.0,1998,,2023-02-23
Southwest China,Sichuan,Chengdu,13900.0,0.0,2013,,2023-02-23
Southwest China,Yunnan,Kunming,14300.0,0.0,2071,,2023-02-23
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2024,,2023-02-24
Northeast China,Jilin,Changchun,13950.0,0.0,2016,,2023-02-24
Northeast China,Liaoning,Shengyang,13900.0,0.0,2009,,2023-02-24
Northeast China,Liaoning,Dalian,13800.0,0.0,1995,,2023-02-24
North China,Hebei,Shijiazhuang,13800.0,0.0,1995,,2023-02-24
North China,Henan,Zhengzhou,13800.0,0.0,1995,,2023-02-24
North China,Shandong,Qingdao,13800.0,0.0,1995,,2023-02-24
North China,Tianjin,Tianjin,13800.0,0.0,1995,,2023-02-24
Central China,Hubei,Wuhan,13800.0,0.0,1995,,2023-02-24
Central China,Jiangxi,Nanchang,13800.0,0.0,1995,,2023-02-24
East China,Anhui,Hefei,13800.0,0.0,1995,,2023-02-24
East China,Jiangsu,Nanjing,13800.0,0.0,1995,,2023-02-24
East China,Shanghai,Shanghai,13800.0,0.0,1995,,2023-02-24
East China,Zhejiang,Ningbo,13800.0,0.0,1995,,2023-02-24
Northwest China,Gansu,Lanzhou,14300.0,0.0,2067,,2023-02-24
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2081,,2023-02-24
South China,Fujian,FUzhou,13800.0,0.0,1995,,2023-02-24
South China,Guangdong,Zhanjiang,13800.0,0.0,1995,,2023-02-24
South China,Guangdong,Huangpu,13800.0,0.0,1995,,2023-02-24
South China,Guangxi,Fangcheng,13800.0,0.0,1995,,2023-02-24
South China,Guangxi,Nanning,13800.0,0.0,1995,,2023-02-24
Southwest China,Sichuan,Chengdu,13900.0,0.0,2009,,2023-02-24
Southwest China,Yunnan,Kunming,14300.0,0.0,2067,,2023-02-24
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2006,,2023-02-27
Northeast China,Jilin,Changchun,13950.0,0.0,1999,,2023-02-27
Northeast China,Liaoning,Shengyang,13900.0,0.0,1991,,2023-02-27
Northeast China,Liaoning,Dalian,13800.0,0.0,1977,,2023-02-27
North China,Hebei,Shijiazhuang,13800.0,0.0,1977,,2023-02-27
North China,Henan,Zhengzhou,13800.0,0.0,1977,,2023-02-27
North China,Shandong,Qingdao,13800.0,0.0,1977,,2023-02-27
North China,Tianjin,Tianjin,13800.0,0.0,1977,,2023-02-27
Central China,Hubei,Wuhan,13800.0,0.0,1977,,2023-02-27
Central China,Jiangxi,Nanchang,13800.0,0.0,1977,,2023-02-27
East China,Anhui,Hefei,13800.0,0.0,1977,,2023-02-27
East China,Jiangsu,Nanjing,13800.0,0.0,1977,,2023-02-27
East China,Shanghai,Shanghai,13800.0,0.0,1977,,2023-02-27
East China,Zhejiang,Ningbo,13800.0,0.0,1977,,2023-02-27
Northwest China,Gansu,Lanzhou,14300.0,0.0,2049,,2023-02-27
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2063,,2023-02-27
South China,Fujian,FUzhou,13800.0,0.0,1977,,2023-02-27
South China,Guangdong,Zhanjiang,13800.0,0.0,1977,,2023-02-27
South China,Guangdong,Huangpu,13800.0,0.0,1977,,2023-02-27
South China,Guangxi,Fangcheng,13800.0,0.0,1977,,2023-02-27
South China,Guangxi,Nanning,13800.0,0.0,1977,,2023-02-27
Southwest China,Sichuan,Chengdu,13900.0,0.0,1991,,2023-02-27
Southwest China,Yunnan,Kunming,14300.0,0.0,2049,,2023-02-27
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2011,,2023-02-28
Northeast China,Jilin,Changchun,13950.0,0.0,2004,,2023-02-28
Northeast China,Liaoning,Shengyang,13900.0,0.0,1997,,2023-02-28
Northeast China,Liaoning,Dalian,13800.0,0.0,1983,,2023-02-28
North China,Hebei,Shijiazhuang,13800.0,0.0,1983,,2023-02-28
North China,Henan,Zhengzhou,13800.0,0.0,1983,,2023-02-28
North China,Shandong,Qingdao,13800.0,0.0,1983,,2023-02-28
North China,Tianjin,Tianjin,13800.0,0.0,1983,,2023-02-28
Central China,Hubei,Wuhan,13800.0,0.0,1983,,2023-02-28
Central China,Jiangxi,Nanchang,13800.0,0.0,1983,,2023-02-28
East China,Anhui,Hefei,13800.0,0.0,1983,,2023-02-28
East China,Jiangsu,Nanjing,13800.0,0.0,1983,,2023-02-28
East China,Shanghai,Shanghai,13800.0,0.0,1983,,2023-02-28
East China,Zhejiang,Ningbo,13800.0,0.0,1983,,2023-02-28
Northwest China,Gansu,Lanzhou,14300.0,0.0,2054,,2023-02-28
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2069,,2023-02-28
South China,Fujian,FUzhou,13800.0,0.0,1983,,2023-02-28
South China,Guangdong,Zhanjiang,13800.0,0.0,1983,,2023-02-28
South China,Guangdong,Huangpu,13800.0,0.0,1983,,2023-02-28
South China,Guangxi,Fangcheng,13800.0,0.0,1983,,2023-02-28
South China,Guangxi,Nanning,13800.0,0.0,1983,,2023-02-28
Southwest China,Sichuan,Chengdu,13900.0,0.0,1997,,2023-02-28
Southwest China,Yunnan,Kunming,14300.0,0.0,2054,,2023-02-28
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2013,,2023-03-01
Northeast China,Jilin,Changchun,13950.0,0.0,2006,,2023-03-01
Northeast China,Liaoning,Shengyang,13900.0,0.0,1999,,2023-03-01
Northeast China,Liaoning,Dalian,13800.0,0.0,1984,,2023-03-01
North China,Hebei,Shijiazhuang,13800.0,0.0,1984,,2023-03-01
North China,Henan,Zhengzhou,13800.0,0.0,1984,,2023-03-01
North China,Shandong,Qingdao,13800.0,0.0,1984,,2023-03-01
North China,Tianjin,Tianjin,13800.0,0.0,1984,,2023-03-01
Central China,Hubei,Wuhan,13800.0,0.0,1984,,2023-03-01
Central China,Jiangxi,Nanchang,13800.0,0.0,1984,,2023-03-01
East China,Anhui,Hefei,13800.0,0.0,1984,,2023-03-01
East China,Jiangsu,Nanjing,13800.0,0.0,1984,,2023-03-01
East China,Shanghai,Shanghai,13800.0,0.0,1984,,2023-03-01
East China,Zhejiang,Ningbo,13800.0,0.0,1984,,2023-03-01
Northwest China,Gansu,Lanzhou,14300.0,0.0,2056,,2023-03-01
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2071,,2023-03-01
South China,Fujian,FUzhou,13800.0,0.0,1984,,2023-03-01
South China,Guangdong,Zhanjiang,13800.0,0.0,1984,,2023-03-01
South China,Guangdong,Huangpu,13800.0,0.0,1984,,2023-03-01
South China,Guangxi,Fangcheng,13800.0,0.0,1984,,2023-03-01
South China,Guangxi,Nanning,13800.0,0.0,1984,,2023-03-01
Southwest China,Sichuan,Chengdu,13900.0,0.0,1999,,2023-03-01
Southwest China,Yunnan,Kunming,14300.0,0.0,2056,,2023-03-01
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2035,,2023-03-02
Northeast China,Jilin,Changchun,13950.0,0.0,2028,,2023-03-02
Northeast China,Liaoning,Shengyang,13900.0,0.0,2021,,2023-03-02
Northeast China,Liaoning,Dalian,13800.0,0.0,2006,,2023-03-02
North China,Hebei,Shijiazhuang,13800.0,0.0,2006,,2023-03-02
North China,Henan,Zhengzhou,13800.0,0.0,2006,,2023-03-02
North China,Shandong,Qingdao,13800.0,0.0,2006,,2023-03-02
North China,Tianjin,Tianjin,13800.0,0.0,2006,,2023-03-02
Central China,Hubei,Wuhan,13800.0,0.0,2006,,2023-03-02
Central China,Jiangxi,Nanchang,13800.0,0.0,2006,,2023-03-02
East China,Anhui,Hefei,13800.0,0.0,2006,,2023-03-02
East China,Jiangsu,Nanjing,13800.0,0.0,2006,,2023-03-02
East China,Shanghai,Shanghai,13800.0,0.0,2006,,2023-03-02
East China,Zhejiang,Ningbo,13800.0,0.0,2006,,2023-03-02
Northwest China,Gansu,Lanzhou,14300.0,0.0,2079,,2023-03-02
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2093,,2023-03-02
South China,Fujian,FUzhou,13800.0,0.0,2006,,2023-03-02
South China,Guangdong,Zhanjiang,13800.0,0.0,2006,,2023-03-02
South China,Guangdong,Huangpu,13800.0,0.0,2006,,2023-03-02
South China,Guangxi,Fangcheng,13800.0,0.0,2006,,2023-03-02
South China,Guangxi,Nanning,13800.0,0.0,2006,,2023-03-02
Southwest China,Sichuan,Chengdu,13900.0,0.0,2021,,2023-03-02
Southwest China,Yunnan,Kunming,14300.0,0.0,2079,,2023-03-02
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2023,,2023-03-03
Northeast China,Jilin,Changchun,13950.0,0.0,2016,,2023-03-03
Northeast China,Liaoning,Shengyang,13900.0,0.0,2008,,2023-03-03
Northeast China,Liaoning,Dalian,13800.0,0.0,1994,,2023-03-03
North China,Hebei,Shijiazhuang,13800.0,0.0,1994,,2023-03-03
North China,Henan,Zhengzhou,13800.0,0.0,1994,,2023-03-03
North China,Shandong,Qingdao,13800.0,0.0,1994,,2023-03-03
North China,Tianjin,Tianjin,13800.0,0.0,1994,,2023-03-03
Central China,Hubei,Wuhan,13800.0,0.0,1994,,2023-03-03
Central China,Jiangxi,Nanchang,13800.0,0.0,1994,,2023-03-03
East China,Anhui,Hefei,13800.0,0.0,1994,,2023-03-03
East China,Jiangsu,Nanjing,13800.0,0.0,1994,,2023-03-03
East China,Shanghai,Shanghai,13800.0,0.0,1994,,2023-03-03
East China,Zhejiang,Ningbo,13800.0,0.0,1994,,2023-03-03
Northwest China,Gansu,Lanzhou,14300.0,0.0,2066,,2023-03-03
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2081,,2023-03-03
South China,Fujian,FUzhou,13800.0,0.0,1994,,2023-03-03
South China,Guangdong,Zhanjiang,13800.0,0.0,1994,,2023-03-03
South China,Guangdong,Huangpu,13800.0,0.0,1994,,2023-03-03
South China,Guangxi,Fangcheng,13800.0,0.0,1994,,2023-03-03
South China,Guangxi,Nanning,13800.0,0.0,1994,,2023-03-03
Southwest China,Sichuan,Chengdu,13900.0,0.0,2008,,2023-03-03
Southwest China,Yunnan,Kunming,14300.0,0.0,2066,,2023-03-03
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2030,,2023-03-06
Northeast China,Jilin,Changchun,13950.0,0.0,2023,,2023-03-06
Northeast China,Liaoning,Shengyang,13900.0,0.0,2015,,2023-03-06
Northeast China,Liaoning,Dalian,13800.0,0.0,2001,,2023-03-06
North China,Hebei,Shijiazhuang,13800.0,0.0,2001,,2023-03-06
North China,Henan,Zhengzhou,13800.0,0.0,2001,,2023-03-06
North China,Shandong,Qingdao,13800.0,0.0,2001,,2023-03-06
North China,Tianjin,Tianjin,13800.0,0.0,2001,,2023-03-06
Central China,Hubei,Wuhan,13800.0,0.0,2001,,2023-03-06
Central China,Jiangxi,Nanchang,13800.0,0.0,2001,,2023-03-06
East China,Anhui,Hefei,13800.0,0.0,2001,,2023-03-06
East China,Jiangsu,Nanjing,13800.0,0.0,2001,,2023-03-06
East China,Shanghai,Shanghai,13800.0,0.0,2001,,2023-03-06
East China,Zhejiang,Ningbo,13800.0,0.0,2001,,2023-03-06
Northwest China,Gansu,Lanzhou,14300.0,0.0,2073,,2023-03-06
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2088,,2023-03-06
South China,Fujian,FUzhou,13800.0,0.0,2001,,2023-03-06
South China,Guangdong,Zhanjiang,13800.0,0.0,2001,,2023-03-06
South China,Guangdong,Huangpu,13800.0,0.0,2001,,2023-03-06
South China,Guangxi,Fangcheng,13800.0,0.0,2001,,2023-03-06
South China,Guangxi,Nanning,13800.0,0.0,2001,,2023-03-06
Southwest China,Sichuan,Chengdu,13900.0,0.0,2015,,2023-03-06
Southwest China,Yunnan,Kunming,14300.0,0.0,2073,,2023-03-06
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2014,,2023-03-07
Northeast China,Jilin,Changchun,13950.0,0.0,2007,,2023-03-07
Northeast China,Liaoning,Shengyang,13900.0,0.0,2000,,2023-03-07
Northeast China,Liaoning,Dalian,13800.0,0.0,1985,,2023-03-07
North China,Hebei,Shijiazhuang,13800.0,0.0,1985,,2023-03-07
North China,Henan,Zhengzhou,13800.0,0.0,1985,,2023-03-07
North China,Shandong,Qingdao,13800.0,0.0,1985,,2023-03-07
North China,Tianjin,Tianjin,13800.0,0.0,1985,,2023-03-07
Central China,Hubei,Wuhan,13800.0,0.0,1985,,2023-03-07
Central China,Jiangxi,Nanchang,13800.0,0.0,1985,,2023-03-07
East China,Anhui,Hefei,13800.0,0.0,1985,,2023-03-07
East China,Jiangsu,Nanjing,13800.0,0.0,1985,,2023-03-07
East China,Shanghai,Shanghai,13800.0,0.0,1985,,2023-03-07
East China,Zhejiang,Ningbo,13800.0,0.0,1985,,2023-03-07
Northwest China,Gansu,Lanzhou,14300.0,0.0,2057,,2023-03-07
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2072,,2023-03-07
South China,Fujian,FUzhou,13800.0,0.0,1985,,2023-03-07
South China,Guangdong,Zhanjiang,13800.0,0.0,1985,,2023-03-07
South China,Guangdong,Huangpu,13800.0,0.0,1985,,2023-03-07
South China,Guangxi,Fangcheng,13800.0,0.0,1985,,2023-03-07
South China,Guangxi,Nanning,13800.0,0.0,1985,,2023-03-07
Southwest China,Sichuan,Chengdu,13900.0,0.0,2000,,2023-03-07
Southwest China,Yunnan,Kunming,14300.0,0.0,2057,,2023-03-07
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2002,,2023-03-08
Northeast China,Jilin,Changchun,13950.0,0.0,1995,,2023-03-08
Northeast China,Liaoning,Shengyang,13900.0,0.0,1987,,2023-03-08
Northeast China,Liaoning,Dalian,13800.0,0.0,1973,,2023-03-08
North China,Hebei,Shijiazhuang,13800.0,0.0,1973,,2023-03-08
North China,Henan,Zhengzhou,13800.0,0.0,1973,,2023-03-08
North China,Shandong,Qingdao,13800.0,0.0,1973,,2023-03-08
North China,Tianjin,Tianjin,13800.0,0.0,1973,,2023-03-08
Central China,Hubei,Wuhan,13800.0,0.0,1973,,2023-03-08
Central China,Jiangxi,Nanchang,13800.0,0.0,1973,,2023-03-08
East China,Anhui,Hefei,13800.0,0.0,1973,,2023-03-08
East China,Jiangsu,Nanjing,13800.0,0.0,1973,,2023-03-08
East China,Shanghai,Shanghai,13800.0,0.0,1973,,2023-03-08
East China,Zhejiang,Ningbo,13800.0,0.0,1973,,2023-03-08
Northwest China,Gansu,Lanzhou,14300.0,0.0,2045,,2023-03-08
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2059,,2023-03-08
South China,Fujian,FUzhou,13800.0,0.0,1973,,2023-03-08
South China,Guangdong,Zhanjiang,13800.0,0.0,1973,,2023-03-08
South China,Guangdong,Huangpu,13800.0,0.0,1973,,2023-03-08
South China,Guangxi,Fangcheng,13800.0,0.0,1973,,2023-03-08
South China,Guangxi,Nanning,13800.0,0.0,1973,,2023-03-08
Southwest China,Sichuan,Chengdu,13900.0,0.0,1987,,2023-03-08
Southwest China,Yunnan,Kunming,14300.0,0.0,2045,,2023-03-08
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2009,,2023-03-09
Northeast China,Jilin,Changchun,13950.0,0.0,2002,,2023-03-09
Northeast China,Liaoning,Shengyang,13900.0,0.0,1995,,2023-03-09
Northeast China,Liaoning,Dalian,13800.0,0.0,1980,,2023-03-09
North China,Hebei,Shijiazhuang,13800.0,0.0,1980,,2023-03-09
North China,Henan,Zhengzhou,13800.0,0.0,1980,,2023-03-09
North China,Shandong,Qingdao,13800.0,0.0,1980,,2023-03-09
North China,Tianjin,Tianjin,13800.0,0.0,1980,,2023-03-09
Central China,Hubei,Wuhan,13800.0,0.0,1980,,2023-03-09
Central China,Jiangxi,Nanchang,13800.0,0.0,1980,,2023-03-09
East China,Anhui,Hefei,13800.0,0.0,1980,,2023-03-09
East China,Jiangsu,Nanjing,13800.0,0.0,1980,,2023-03-09
East China,Shanghai,Shanghai,13800.0,0.0,1980,,2023-03-09
East China,Zhejiang,Ningbo,13800.0,0.0,1980,,2023-03-09
Northwest China,Gansu,Lanzhou,14300.0,0.0,2052,,2023-03-09
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2066,,2023-03-09
South China,Fujian,FUzhou,13800.0,0.0,1980,,2023-03-09
South China,Guangdong,Zhanjiang,13800.0,0.0,1980,,2023-03-09
South China,Guangdong,Huangpu,13800.0,0.0,1980,,2023-03-09
South China,Guangxi,Fangcheng,13800.0,0.0,1980,,2023-03-09
South China,Guangxi,Nanning,13800.0,0.0,1980,,2023-03-09
Southwest China,Sichuan,Chengdu,13900.0,0.0,1995,,2023-03-09
Southwest China,Yunnan,Kunming,14300.0,0.0,2052,,2023-03-09
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2007,,2023-03-10
Northeast China,Jilin,Changchun,13950.0,0.0,2000,,2023-03-10
Northeast China,Liaoning,Shengyang,13900.0,0.0,1992,,2023-03-10
Northeast China,Liaoning,Dalian,13800.0,0.0,1978,,2023-03-10
North China,Hebei,Shijiazhuang,13800.0,0.0,1978,,2023-03-10
North China,Henan,Zhengzhou,13800.0,0.0,1978,,2023-03-10
North China,Shandong,Qingdao,13800.0,0.0,1978,,2023-03-10
North China,Tianjin,Tianjin,13800.0,0.0,1978,,2023-03-10
Central China,Hubei,Wuhan,13800.0,0.0,1978,,2023-03-10
Central China,Jiangxi,Nanchang,13800.0,0.0,1978,,2023-03-10
East China,Anhui,Hefei,13800.0,0.0,1978,,2023-03-10
East China,Jiangsu,Nanjing,13800.0,0.0,1978,,2023-03-10
East China,Shanghai,Shanghai,13800.0,0.0,1978,,2023-03-10
East China,Zhejiang,Ningbo,13800.0,0.0,1978,,2023-03-10
Northwest China,Gansu,Lanzhou,14300.0,0.0,2050,,2023-03-10
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2064,,2023-03-10
South China,Fujian,FUzhou,13800.0,0.0,1978,,2023-03-10
South China,Guangdong,Zhanjiang,13800.0,0.0,1978,,2023-03-10
South China,Guangdong,Huangpu,13800.0,0.0,1978,,2023-03-10
South China,Guangxi,Fangcheng,13800.0,0.0,1978,,2023-03-10
South China,Guangxi,Nanning,13800.0,0.0,1978,,2023-03-10
Southwest China,Sichuan,Chengdu,13900.0,0.0,1992,,2023-03-10
Southwest China,Yunnan,Kunming,14300.0,0.0,2050,,2023-03-10
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2018,,2023-03-13
Northeast China,Jilin,Changchun,13950.0,0.0,2010,,2023-03-13
Northeast China,Liaoning,Shengyang,13900.0,0.0,2003,,2023-03-13
Northeast China,Liaoning,Dalian,13800.0,0.0,1989,,2023-03-13
North China,Hebei,Shijiazhuang,13800.0,0.0,1989,,2023-03-13
North China,Henan,Zhengzhou,13800.0,0.0,1989,,2023-03-13
North China,Shandong,Qingdao,13800.0,0.0,1989,,2023-03-13
North China,Tianjin,Tianjin,13800.0,0.0,1989,,2023-03-13
Central China,Hubei,Wuhan,13800.0,0.0,1989,,2023-03-13
Central China,Jiangxi,Nanchang,13800.0,0.0,1989,,2023-03-13
East China,Anhui,Hefei,13800.0,0.0,1989,,2023-03-13
East China,Jiangsu,Nanjing,13800.0,0.0,1989,,2023-03-13
East China,Shanghai,Shanghai,13800.0,0.0,1989,,2023-03-13
East China,Zhejiang,Ningbo,13800.0,0.0,1989,,2023-03-13
Northwest China,Gansu,Lanzhou,14300.0,0.0,2061,,2023-03-13
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2075,,2023-03-13
South China,Fujian,FUzhou,13800.0,0.0,1989,,2023-03-13
South China,Guangdong,Zhanjiang,13800.0,0.0,1989,,2023-03-13
South China,Guangdong,Huangpu,13800.0,0.0,1989,,2023-03-13
South China,Guangxi,Fangcheng,13800.0,0.0,1989,,2023-03-13
South China,Guangxi,Nanning,13800.0,0.0,1989,,2023-03-13
Southwest China,Sichuan,Chengdu,13900.0,0.0,2003,,2023-03-13
Southwest China,Yunnan,Kunming,14300.0,0.0,2061,,2023-03-13
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2043,,2023-03-14
Northeast China,Jilin,Changchun,13950.0,0.0,2036,,2023-03-14
Northeast China,Liaoning,Shengyang,13900.0,0.0,2028,,2023-03-14
Northeast China,Liaoning,Dalian,13800.0,0.0,2014,,2023-03-14
North China,Hebei,Shijiazhuang,13800.0,0.0,2014,,2023-03-14
North China,Henan,Zhengzhou,13800.0,0.0,2014,,2023-03-14
North China,Shandong,Qingdao,13800.0,0.0,2014,,2023-03-14
North China,Tianjin,Tianjin,13800.0,0.0,2014,,2023-03-14
Central China,Hubei,Wuhan,13800.0,0.0,2014,,2023-03-14
Central China,Jiangxi,Nanchang,13800.0,0.0,2014,,2023-03-14
East China,Anhui,Hefei,13800.0,0.0,2014,,2023-03-14
East China,Jiangsu,Nanjing,13800.0,0.0,2014,,2023-03-14
East China,Shanghai,Shanghai,13800.0,0.0,2014,,2023-03-14
East China,Zhejiang,Ningbo,13800.0,0.0,2014,,2023-03-14
Northwest China,Gansu,Lanzhou,14300.0,0.0,2087,,2023-03-14
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2101,,2023-03-14
South China,Fujian,FUzhou,13800.0,0.0,2014,,2023-03-14
South China,Guangdong,Zhanjiang,13800.0,0.0,2014,,2023-03-14
South China,Guangdong,Huangpu,13800.0,0.0,2014,,2023-03-14
South China,Guangxi,Fangcheng,13800.0,0.0,2014,,2023-03-14
South China,Guangxi,Nanning,13800.0,0.0,2014,,2023-03-14
Southwest China,Sichuan,Chengdu,13900.0,0.0,2028,,2023-03-14
Southwest China,Yunnan,Kunming,14300.0,0.0,2087,,2023-03-14
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2034,,2023-03-15
Northeast China,Jilin,Changchun,13950.0,0.0,2027,,2023-03-15
Northeast China,Liaoning,Shengyang,13900.0,0.0,2019,,2023-03-15
Northeast China,Liaoning,Dalian,13800.0,0.0,2005,,2023-03-15
North China,Hebei,Shijiazhuang,13800.0,0.0,2005,,2023-03-15
North China,Henan,Zhengzhou,13800.0,0.0,2005,,2023-03-15
North China,Shandong,Qingdao,13800.0,0.0,2005,,2023-03-15
North China,Tianjin,Tianjin,13800.0,0.0,2005,,2023-03-15
Central China,Hubei,Wuhan,13800.0,0.0,2005,,2023-03-15
Central China,Jiangxi,Nanchang,13800.0,0.0,2005,,2023-03-15
East China,Anhui,Hefei,13800.0,0.0,2005,,2023-03-15
East China,Jiangsu,Nanjing,13800.0,0.0,2005,,2023-03-15
East China,Shanghai,Shanghai,13800.0,0.0,2005,,2023-03-15
East China,Zhejiang,Ningbo,13800.0,0.0,2005,,2023-03-15
Northwest China,Gansu,Lanzhou,14300.0,0.0,2077,,2023-03-15
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2092,,2023-03-15
South China,Fujian,FUzhou,13800.0,0.0,2005,,2023-03-15
South China,Guangdong,Zhanjiang,13800.0,0.0,2005,,2023-03-15
South China,Guangdong,Huangpu,13800.0,0.0,2005,,2023-03-15
South China,Guangxi,Fangcheng,13800.0,0.0,2005,,2023-03-15
South China,Guangxi,Nanning,13800.0,0.0,2005,,2023-03-15
Southwest China,Sichuan,Chengdu,13900.0,0.0,2019,,2023-03-15
Southwest China,Yunnan,Kunming,14300.0,0.0,2077,,2023-03-15
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2031,,2023-03-16
Northeast China,Jilin,Changchun,13950.0,0.0,2024,,2023-03-16
Northeast China,Liaoning,Shengyang,13900.0,0.0,2017,,2023-03-16
Northeast China,Liaoning,Dalian,13800.0,0.0,2002,,2023-03-16
North China,Hebei,Shijiazhuang,13800.0,0.0,2002,,2023-03-16
North China,Henan,Zhengzhou,13800.0,0.0,2002,,2023-03-16
North China,Shandong,Qingdao,13800.0,0.0,2002,,2023-03-16
North China,Tianjin,Tianjin,13800.0,0.0,2002,,2023-03-16
Central China,Hubei,Wuhan,13800.0,0.0,2002,,2023-03-16
Central China,Jiangxi,Nanchang,13800.0,0.0,2002,,2023-03-16
East China,Anhui,Hefei,13800.0,0.0,2002,,2023-03-16
East China,Jiangsu,Nanjing,13800.0,0.0,2002,,2023-03-16
East China,Shanghai,Shanghai,13800.0,0.0,2002,,2023-03-16
East China,Zhejiang,Ningbo,13800.0,0.0,2002,,2023-03-16
Northwest China,Gansu,Lanzhou,14300.0,0.0,2075,,2023-03-16
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2089,,2023-03-16
South China,Fujian,FUzhou,13800.0,0.0,2002,,2023-03-16
South China,Guangdong,Zhanjiang,13800.0,0.0,2002,,2023-03-16
South China,Guangdong,Huangpu,13800.0,0.0,2002,,2023-03-16
South China,Guangxi,Fangcheng,13800.0,0.0,2002,,2023-03-16
South China,Guangxi,Nanning,13800.0,0.0,2002,,2023-03-16
Southwest China,Sichuan,Chengdu,13900.0,0.0,2017,,2023-03-16
Southwest China,Yunnan,Kunming,14300.0,0.0,2075,,2023-03-16
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2030,,2023-03-17
Northeast China,Jilin,Changchun,13950.0,0.0,2023,,2023-03-17
Northeast China,Liaoning,Shengyang,13900.0,0.0,2016,,2023-03-17
Northeast China,Liaoning,Dalian,13800.0,0.0,2001,,2023-03-17
